sentence;cleanliness;food/drinks;location;room amenities;staff;other
We were given the keys and directions to our room by the gentleman at the front desk.;0;0;0;1;0;0
Room was generous in size with a fairly large bathroom.;0;0;0;1;0;0
Just a few days away to relax and enjoy.;0;0;1;1;0;0
Away from the busy but close enough to go to many of the attractions in the area.;0;0;1;0;0;0
old seasonal motel.;0;0;0;0;0;0
But!;0;0;0;0;0;0
well maintained fair deal and staff is really nice.;0;0;0;0;1;0
We decide to let the RV home at the last minute for canadian thanksgiving was the last room available at a decent rate.;0;0;0;1;0;0
Satisfied.;0;0;0;0;0;0
price and comfort location was good.time was good would stay again;0;0;1;0;0;0
Decent place to stay for .;0;0;0;0;0;0
Staff was very friendly and helpful very clean and nice setting.;1;0;0;0;1;0
Small and cozy clean;1;0;0;0;0;0
very clean and very nice people would definately stay again;1;0;0;0;0;0
Great value just off the main area of Lake George Village.;0;0;1;0;0;0
Older property that is well kept on the exterior.;0;0;0;0;0;0
The beds and pillows were comfortable.;0;0;0;0;0;0
Linens are dated and thin.;0;0;0;0;0;0
Bathroom has nice flooring but the shower needs to be updated.;0;0;0;1;0;0
Friendly staff.;0;0;0;0;1;0
parking is right front of the cottage.;0;0;0;0;0;1
Coffee made available in the morning.;0;1;0;0;0;0
Easy access to swimming pool.;0;0;0;0;0;0
Hotel staff were very friendly.;0;0;0;0;1;0
The only complaint I have is that the shower head didnt work.;0;0;0;1;0;0
Everything else was great;0;0;0;0;0;0
If you’re fancy and picky don’t even bother staying.;0;0;0;0;0;0
I loved the hotel in every single way and don’t get why there were so many negative reviews here.;0;0;0;0;0;0
The Hotel is nice if your on a budget.The owner Tony is a very nice guy and will make you feel welcome.;0;0;0;0;0;0
I would stay here again if I return to lake George.;0;0;0;0;0;0
We absolutely loved it and will be going back again!;0;0;0;0;0;0
The rooms was perfect and more than what we expected however the condos were too far away from restaurants pools beach and all other hotel amenities.;0;0;0;1;0;0
Beautiful resort with great ammenities.;0;0;0;0;0;0
Only issue i have is being sent out of the main resort area which is what i thought i had paid for to a different property which looked nothing like the area i intended on staying at.;0;0;1;0;0;0
Other than that highly recommend this place.;0;0;0;0;0;0
The Rumbling Bald Resort was nice.;0;0;0;0;0;0
The room not so much.;0;0;0;1;0;0
They were very outdated and in major need of renovating.;0;0;0;0;0;0
The area was great dining was good and the golf course was in great shape considering all of the rain that's came in the past couple of weeks it just could've been that much better if it weren't for the room...;0;0;1;1;0;0
Very nice place to JUST RELAX no internet access on phone while out and that will make you stay at your room.;0;0;0;1;0;0
Tv went out but it was fixed and they gave me a 25 gift card for the inconvenience and I gave that away to a couple cause we were leaving early that morning.;0;0;0;1;0;0
People next door was like they were in our room.;0;0;0;1;0;0
But don’t let this discourage you from going but I will not be going back there.;0;0;0;0;0;0
Orbitz site did not specify that motorcycles wasn't allowed on the property so I rode mine and it made a big inconvenience.;0;0;0;0;0;0
Did not realize when I made the reservation that my room would be literally a mile down the road.;0;0;0;1;0;0
You had to drive EVERYWHERE.;0;0;0;0;0;0
Advertised lazy river...did not say bring your own rafts.;0;0;0;0;0;0
Was very disappointed;0;0;0;0;0;0
Air conditioner worked poorly in condo at Apple Valley.;0;0;0;1;0;0
Resort amenities very nice;0;0;0;0;0;0
Hot water was stinking like rotten eggs.;1;1;0;0;0;0
No shower during my two day stay.;0;0;0;1;0;0
It was unbearable to wash in.;0;0;0;0;0;0
The last day there the 'waitress' acted like she didn't know anything about the breakfast we were supposed to receive.;0;1;0;0;0;0
So I just paid for it all.;0;0;0;0;0;0
Very much upset about this booking.;0;0;0;0;0;0
Outdated amenities lacking.;0;0;0;0;0;0
E.g.;0;0;0;0;0;0
1tiny bar of soap extra pillows had no pillow cases dimly lit stained carpeting.;1;1;0;0;0;0
Unfortunately I️ could go on.;0;0;0;0;0;0
Staff was very nice allowed us to check in early without asking.;0;0;0;0;1;0
Super nice with lots to do and very friendly people.;0;0;0;0;1;0
Great location.;0;0;1;0;0;0
Wonderful staff.;0;0;0;0;1;0
DVD in room did not work.;0;0;0;1;0;0
No extra blankets and cooling system was a bit outdated couldn't put it on a specific temperature so it just ran all night no auto shutoff.;0;0;0;0;0;0
Other than that...wonderful place.;0;0;0;0;0;0
Stayed overnight in this motel while visiting the Sarnac Lake and Adirondack Park.;0;0;0;0;0;0
Room was small but comfortable and quiet.;0;0;0;1;0;0
Only complaint might be the high price considering the lack of amenities though the place was full so price may be comparable to others in area.;0;0;1;0;0;0
Attendant was friendly and helpful at suggesting restaurants in the nearby area.;0;0;1;0;1;0
Outstanding staff.;0;0;0;0;1;0
Very clean comfortable room.;1;0;0;1;0;0
Great location;0;0;1;0;0;0
Wonderful stay and the owners and staff are some of the nicest people I’ve ever met.;0;0;0;0;1;0
Thé hôtel is clean the room is confortable it’s a 12 minutes walk to the Main Street of Lake Placid.;1;0;1;1;0;0
It feel good to stay in this place.;0;0;0;0;0;0
Well maintained hotel.;0;0;0;0;0;0
Close to the action.;0;0;0;0;0;0
Beautiful view and access to lake placid;0;0;0;0;0;1
Perfect location quiet clean affordable great host!;1;0;1;0;0;0
I will recommend this to my friends.;0;0;0;0;0;0
Staff was very friendly and helpful.;0;0;0;0;1;0
The location is great -- less than a 10-minute walk to Main Street  and there are also several restaurants and stores nearer the hotel.;0;0;1;0;0;0
The rooms have recently been updated and are kept very clean.;1;0;0;1;0;0
We really enjoyed our stay here and will definitely stay here again;0;0;0;0;0;0
Very noisy street area and AC;0;0;1;0;0;0
Very nice inn.;0;0;0;0;0;0
Staff very friendly.;0;0;0;0;1;0
Staff were very friendly and polite.;0;0;0;0;1;0
The woman who ran the desk was very knowledgable of the area and welcomed you like family.;0;0;1;0;0;0
Even though it was snowy and we couldn't go to Whiteface Mountain the place was magical comfortable and clean.;1;0;0;0;0;0
Location was perfect.;0;0;1;0;0;0
Chuck the property manager was beyond accommodating.;0;0;0;0;1;0
He’s an asset.;0;0;0;0;0;0
I found the per night cost a bit high and the cleaning fee excessive.;0;0;0;0;0;0
Only drawback.;0;0;0;0;0;0
New clean good location good staff could use a blind on window above kitchen sink just that extra sense of privacy when there is a shoe store parking on other side also bed could be better on wheels and moves and spring  mattress was  squeaky and made a lot of noise.;1;0;0;1;0;0
Would suggest upgrade to a better bed.;0;0;0;0;0;0
Our 1 bedroom suite was very clean well updated and spacious.;1;0;0;0;0;0
We were across the street from a market and less than a mile from main street shops and restaurants.;0;0;0;0;0;0
Went for a lacrosse tournament for my son.;0;0;0;0;0;0
Was a wonderful place to stay.;0;0;0;0;0;0
Just a short few minute drive into town.;0;0;0;0;0;0
Very clean and friendly property managers.;1;0;0;0;1;0
Lake Placid needs that kind of new installations.;0;0;0;0;0;0
Well located..;0;0;0;0;0;0
Brand new kitchen.;0;0;0;1;0;0
The place is just a great spot.;0;0;0;0;0;0
Exceeded expectations in every way.;0;0;0;0;0;0
From cleanliness to awesome towels it was a great stay and I will stay there every time I go up.;0;0;0;0;0;0
The sites from my deck were a great place to have a cup of morning coffee.;0;1;0;0;0;0
The  hotel was fine the disappointment was the 'hidden fee' for cleaning the room 70!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !;1;0;0;1;0;0
Stay at the hotel was excellent  Staff were very good and very friendly.;0;0;0;0;1;0
Breakfast was good and could not ask for better;0;1;0;0;0;0
Very clean and smart hotel.;1;0;0;0;0;0
Staff very friendly and helpful.;0;0;0;0;1;0
Very good breakfast.;0;1;0;0;0;0
We were very happy with our stay.All The staff very helpful Place kept scrupulously cleanthe breakfast was first classwould highly recommend to anyone;0;1;0;0;1;0
Staff were friendly and helpful.;0;0;0;0;1;0
The room was clean and pleasant.;1;0;0;1;0;0
We did not use any other facilities as the purpose of the stay was not to have to drive home after a celebration meal at the Restaurant Herradura.;0;1;0;0;0;0
went meet friends;0;0;0;0;0;0
The hotel is basic but clean.;1;0;0;0;0;0
Basic breakfast but sufficient.;0;1;0;0;0;0
Bed was very hard and air con just about did the job.;0;0;0;0;0;0
The ensuite was good nicely done and clean.;1;0;0;0;0;0
This is a basic hotel for stop overs or possibly business travellers it's not a holiday venue.;0;0;0;0;0;0
We Often use La torre as our Base to get around we enjoyed our stay all staff helpfull and friendly;0;0;0;0;1;0
This is the one of best hotels i have stayed in Spain.;0;0;0;0;0;0
My sheets was not changed.;0;0;0;0;0;1
The room was not cleaned at all.;1;0;0;1;0;0
Advised front desk but didn’t really cared.;0;0;0;0;0;0
Construction all around me for my 2 days stayed.;0;0;0;0;0;0
Very noisy and workers are working past 6pm.;0;0;0;0;0;0
Parking was so hard because of workers parking the same area we are at.;0;0;1;0;0;0
Staff was great very helpful.;0;0;0;0;1;0
Room was clean and quiet!;1;0;0;1;0;0
A great value for this resort area.;0;0;1;0;0;0
Recently remodeled.;0;0;0;0;0;0
Very near restaurants  stores.;0;0;1;0;0;0
I only paid 68 per night including tax for an October stay.;0;0;0;0;0;0
Friendly helpful staff.;0;0;0;0;1;0
Stayed one night in renovated room without carpet wood look flooring.;0;0;0;1;0;0
Found room and bedding to be clean.;1;0;0;1;0;0
Room on backside so quiet.;0;0;0;1;0;0
Good stay and value for the money considering they don't charge additional pet fees.;0;0;0;0;0;0
Front desk staff very friendly and helpful.;0;0;0;0;1;0
Nice  quiet;0;0;0;0;0;1
The room was ok.;0;0;0;1;0;0
The bathroom was not very clean.;1;0;0;1;0;0
Location has not been updated--old carpeting and bedspread 19' CRT TV.;0;0;1;1;0;0
Loud late night outside of room.;0;0;0;1;0;0
Dogs off-leash.;0;0;0;0;0;0
Love the new laminate floor.;0;0;0;0;0;0
Previous occupant’s food left in the frig.;0;1;0;0;0;0
Hair and stuff in tub.;0;0;0;0;0;0
Didn’t want  to use.;0;0;0;0;0;0
Great bed and pillow.;0;0;0;0;0;0
Cheap no thrills motel that did us ok for a night.;0;0;0;0;0;1
The construction/ road work going on right outside motel made driving into and out of motel difficult but beyond their control I guess.;0;0;0;0;0;0
The only thing good about this place was its location.;0;0;1;0;0;0
Otherwise every single aspect of this building inside and out was dirty.;1;0;0;0;0;0
Carpet inside the room was dirty microwave was dirty bathroom tub was dirty.;1;0;0;1;0;0
Small tube TV picture quality was horrible extremely grainy Remote wasn’t working.;0;0;0;1;0;0
Shady people  construction no WiFi old box television;0;0;0;1;0;0
Stayed for one night en route between San Francisco and Mammoth Lakes/Devil's Postpile.;0;0;0;0;0;0
It served its purpose - a decent bed a shower etc.;0;0;0;1;0;0
There was some overnight road construction that night and we had the corner room near the construction...but the curtains were good enough to keep the additional lighting out.;0;0;1;1;0;0
Check in and check out were simple.;0;0;0;0;0;0
They weren't going to honor our reservation because they were overbooked.;0;0;0;0;0;0
Luckily we arrived early and got the last room.;0;0;0;1;0;0
That was scary!;0;0;0;0;0;0
Room smelled.;1;0;0;1;0;0
Sheets had human hair on them.;0;0;0;0;0;0
Sheets were not clean and unchanged when we arrived.;1;0;0;0;0;0
Untidy and bad odor of carpet..bath towel is tiny and smells bad..uncomfortable tv screen;1;0;0;1;0;0
It was a quit stay and the staff was great.;0;0;0;0;1;0
The check in was super fast under 5 min.;0;0;0;0;0;0
And they respected our privacy;0;0;0;0;0;0
I wanted out of there as soon as possible.;0;0;0;0;0;0
No rest there bed was awful.;0;0;0;0;0;1
Hated the location.;0;0;1;0;0;0
Room was tiny toiletries only available on request no breakfast 'nonsmoking' but smelled of smoke and had an ashtray in the room.;1;1;0;1;0;0
I think this motel is giving most of us what we are looking for a nice clean affordable room to sleep in and we don't care about fancy wallpaper.;1;0;0;1;0;0
Thank You Motel 6 for a nice stay.;0;0;0;0;0;0
Clean room quick check in staff always polite and efficient.;1;0;0;1;1;0
No microwave in room and very small tv but the heater AND beds were great.;0;0;0;1;0;0
Because of the price and being dog friendly we have stayed there several times this year.;0;0;0;0;1;0
Great centeral location when we see concerts or have family events in Tahoe!;0;0;1;0;0;0
Very good service great breakfast close to beach and directly connected to the Ostsee Therme in case of bad weather.;0;1;0;0;1;0
Walking distance to Scharbeutz and Timmendorfer Strand downtown areas for dinner and shopping - perfect place;0;1;1;0;0;0
Older facility but clean.;1;0;0;0;0;0
Owner and staff very friendly.;0;0;0;0;1;0
We were a little shocked at first arriving.;0;0;0;0;0;0
We are used to more upgraded hotels.;0;0;0;0;0;0
Was one of the most cleanest places we've ever stayed at.;1;0;0;0;0;0
Staff was friendly and nice!;0;0;0;0;1;0
Only problem was toliet paper stock.;0;0;0;0;0;0
2 holders and hardly at stock.;0;0;0;0;0;0
We did run out as we were leaving.;0;0;0;0;0;0
We will return!;0;0;0;0;0;0
convienient location price was right staff was pleasant;0;0;1;0;1;0
Very quaint motor lodge old school but nice as advertised.;0;0;0;0;0;0
Easy to find and close to a few places to eat.;0;0;0;0;0;0
Overall good experience.;0;0;0;0;0;0
We really liked our room #45 it was in the back and not on the highway.;0;0;0;1;0;0
Everything was clean and everyone was friendly and helpful Would  stay there again;1;0;0;0;1;0
It almost fealt like home.;0;0;0;0;0;0
It's just a place to sleep.;0;0;0;1;0;0
The WiFi was terrible - you had to wait to 2am to be able to work/answer emails;0;0;0;0;0;0
Nice place clean great rates friendly!;1;0;0;0;1;0
Dated but clean.;1;0;0;0;0;0
Close to town.;0;0;0;0;0;0
Problems with toilet but that could happen anywhere.;0;0;0;1;0;0
Staff worked immediately to fix it.;0;0;0;0;1;0
Overall decent place to stay for a weekend at a reasonable price.;0;0;0;0;0;0
We found the  Mahoning Inn to be convenient very clean and comfortable with a friendly staff and great view of the mountain!;1;0;0;0;1;0
I had a clean room and the customer service is great!;1;0;0;1;1;0
I have stayed here 4 times and each time I was satisfied!;0;0;0;0;0;0
Very close to shopping and food.;0;1;0;0;0;0
The room is very small but comfortable.;0;0;0;1;0;0
My biggest complaint is the moth ball odor in the room.;0;0;0;1;0;0
It must be something the cleaning staff uses because it was very powerful each day we returned to our room.;1;0;0;1;1;0
The odor was nauseating.;0;0;0;0;0;0
The bathroom sink faucet was reversed left for cold and right for hot.;0;0;0;1;0;0
We at first thought we didn't have any hot water but figured it out.;0;0;0;0;0;0
Otherwise the room was clean and comfortable.;1;0;0;1;0;0
The room was very dated.;0;0;0;1;0;0
Not enough space in the bathroom for toiletries and the bed was very firm.;0;0;0;1;0;0
This met our needs though because we only wanted to sleep.;0;0;0;1;0;0
Not recommended for long stays and I think the price was high for the quality.;0;0;0;0;0;0
But it did suit our needs at the time.;0;0;0;0;0;0
Not fancy but that's okay.;0;0;0;0;0;0
Don't feel the need to pay more for that.;0;0;0;0;0;1
It was clean comfortable with friendly staff.;1;0;0;0;1;0
The best things about Eastover are the location the mansion and the beautiful property.;0;0;1;0;0;0
Our room in one of the outer buildings was adequate.;0;0;0;1;0;0
The breakfast left much to be desired.;0;1;0;0;0;0
An absolutely wonderful weekend.;0;0;0;0;0;0
Peaceful and friendly and the staff is terrific.;0;0;0;0;1;0
The accomodations are rustic but we had a large and comfortable room with a great view.;0;0;0;1;0;0
The grounds are spectacular and the entire place is set up to promote an easy interaction with guests.;0;0;0;0;0;0
We took a couple of excellent tai chi classes.;0;0;0;0;0;0
Indoor swimming pool is great.;0;0;0;0;0;0
An entirely pleasant warm relaxed atmosphere.;0;0;0;0;0;0
incompetent staff could not fix anything they yes you and do nothing to fix the problems not good service at all wifi did not work the whole trip lied about  breakfast tv channels did not have sound very little hot water;0;1;0;1;1;0
We enjoyed our stay.;0;0;0;0;0;0
Nice room and pool.;0;0;0;1;0;0
Friendly staff although seemed a bit overwhelmed.;0;0;0;0;1;0
This is great for wellness retreats but not really set up well for a hotel.;0;0;0;0;0;0
Gorgeous views.;0;0;0;0;0;1
Best breakfast ever — yummy and ultra healthy.;0;1;0;0;0;0
Scenic location and close to Tanglewood downtown Lenox and hiking trails.;0;0;1;0;0;0
Sparkling and impressive indoor pool and extensive gardens and grounds.;0;0;0;0;0;0
Wonderful laid back environment and unique surroundings.;0;0;0;0;0;0
The breakfast was delicious and healthy.;0;1;0;0;0;0
We stayed at the Ranch and the room was pretty basic.;0;0;0;1;0;0
Another chair would be good.;0;0;0;0;0;0
The beds were comfortable and the towels plush and soft.;0;0;0;0;0;0
I was expecting rustic but it was a bit more rustic than I was expecting.;0;0;0;0;0;0
Sevice was very nice and accommodating.;0;0;0;0;0;0
Deborah was very hospitable and the Retreat Center is fantastic.;0;0;0;0;0;0
We were off season and the area was fantastic even with some snow.;0;0;1;0;0;0
The estate was empty the two nights we stayed they often hold large retreats.;0;0;0;0;0;0
Cool old estate.;0;0;0;0;0;0
Could definitely use some updating though we were okay with a more rustic stay.;0;0;0;0;0;0
Enjoyed the peace and quiet and the kids enjoyed having the pool to ourselves and the beautiful estate.;0;0;0;0;0;1
We will go again in the future - so much better than a stay at a chain.;0;0;0;0;0;0
We went to Tanglewood Kripalu and Jacob's Pillow.;0;0;0;0;0;1
Perfect location!;0;0;1;0;0;0
The mansion and surrounding grounds are spectacular.;0;0;0;0;0;0
The staff was incredibly welcoming and lovely.;0;0;0;0;1;0
Our room was gorgeous and spotless.;1;0;0;1;0;0
I loved the entire stay.;0;0;0;0;0;0
Absolutely breathtaking grounds combined with very attentive and welcoming staff.;0;0;0;0;1;0
Very relaxing.;0;0;0;0;0;0
one of the nicest hotels right in the center of leon... historic building good breakfast and an easy walk anywhere you need to go.. an excellent value...;0;1;1;0;0;0
Beautiful hotel in Leon in an old 1850's building.;0;0;0;0;0;0
Rooms were comfortable and clean.;1;0;0;1;0;0
Happy hour was fabulous!;0;0;0;0;0;0
The only negative is that the pool could use some work and more cleaning.;0;0;0;0;0;0
Otherwise amazing place and lovely staff.;0;0;0;0;1;0
The stay is Leon at La Pearls was awesome.;0;0;0;0;0;0
Rooms were clean and beds comfy.;1;0;0;1;0;0
Complimentary Breakfast was great and service was awesome.;0;1;0;0;1;0
2 blocks from the square and has a bonus casino across the street.;0;0;0;0;0;0
Free parking and security/Safety was comforting.;0;0;0;0;0;0
Everything was easy and enjoyable from check-in to check-out!;0;0;0;0;0;1
Happy hour was a nice little bonus parking was across from the hotel in the casino and extremely secure.;0;0;0;0;0;1
Staff were extremely polite and helpful and the rooms were beautiful clean and had everything we needed and more!;1;0;0;1;1;0
And lastly very centrally located!;0;0;0;0;0;0
We would definitely stay again!;0;0;0;0;0;0
An excellent all-round stay.;0;0;0;0;0;0
Particularly good were: the welcome service throughout the hotel and day the general ambiance in the common areas the complementary happy hour of drinks and snacks and a great location.;0;1;1;0;1;0
The room was a little dark with only a small courtyard window and there was a logistical problem with the safe that could not be fixed during our stay but neither of these detracted from the quality of our stay.;0;0;0;1;0;0
Wonderful courtyard hotel close to everything.;0;0;0;0;0;0
Beautiful Room with high ceilings.;0;0;0;1;0;0
Only thing there was only one small window I.;0;0;0;1;0;0
The bathroom.;0;0;0;1;0;0
Otherwise highly recommended;0;0;0;0;0;0
Got a suite and it was excellent.;0;0;0;0;0;0
Beautiful room with nice bathroom and deck for relaxing.;0;0;0;1;0;0
Breakfast was good and staff were very helpful.;0;1;0;0;1;0
I was really disappointed in the pool not because it was small but because it did not look clean.;1;0;0;0;0;0
The water looked murky and dirty.;1;0;0;0;0;0
Wonderful hotel in Leon!;0;0;0;0;0;0
Beautiful  clean.;1;0;0;0;0;0
we booked the presidential suite and when I got there they were rating it 1/3 of the price I paid.;0;0;0;0;0;1
besides it was not even close a presidential suite.;0;0;0;0;0;0
Lack of service.;0;0;0;0;1;0
stayed for a night after a meeting in Leon great hotel 2 blocks from the center.;0;0;0;0;0;1
definitely an excellent choice.;0;0;0;0;0;0
I liked the fact that it had a small fridge and microwave in the room.;0;0;0;1;0;0
Good water pressure for shower.;0;0;0;1;0;0
Upon arrival to the hotel staff stated they did not have our information from Expedia so they could not honor agreed terms.;0;0;0;0;1;0
Not coffee or tea in the room.;0;1;0;1;0;0
Breakfast was 'Snacks'.;0;1;0;0;0;0
Observed a drug deal transaction in parking lot.;0;0;0;0;0;0
Beds were the only saving grace.;0;0;0;0;0;0
Won't be back.;0;0;0;0;0;0
Old property but exceptionally clean and really comfortable bed.;1;0;0;0;0;0
Had plenty of light even individual lights over the beds.;0;0;0;0;0;0
We were pleased with the room.;0;0;0;1;0;0
Only down was the lack of a coffee machine in the room.;0;1;0;1;0;0
Reserved a king room- they were filled at check in  reserved 2 week’s prior!;0;0;0;1;0;0
Cracked bathroom fixtures toilet flush difficult hot water limited!;0;0;0;1;0;0
The room was very clean but there was a sickly sweet disinfectant smell a cross between a car air freshener and a urinal cake that was overwhelming.;1;0;0;1;0;0
The beds were very comfortable.;0;0;0;0;0;0
There was a 1/4' gap around the door where air came through and even though we had the heat on the highest setting we were cold all night.;0;0;0;0;0;0
Room was spotless.;1;0;0;1;0;0
Owner was super nice.;0;0;0;0;0;0
I was a little worried because this is an older hotel.;0;0;0;0;0;0
We were in the area for a concert.;0;0;1;0;0;0
I even brought my own sheets just in case but I didn't need them.;0;0;0;0;0;0
We would stay here again for sure.;0;0;0;0;0;0
A bit small but a nice quite place.;0;0;0;0;0;0
They made you feel at home.;0;0;0;0;0;0
I'd stay again.;0;0;0;0;0;0
Aussie man checked us in and gave a free upgrade to a king sized bed.;0;0;0;0;0;1
We really appreciated that since it was our honeymoon.;0;0;0;0;0;0
Place was clean for an older motel.;1;0;0;0;0;0
He came us directions to the Swinging Bridge and where to go for restaurants.;0;0;0;0;0;0
The River Wild production staff stayed here!;0;0;0;0;1;0
Did not exspect  to much from the outside appearance.;0;0;0;0;0;0
Older motel well kept but you know what I mean.;0;0;0;0;0;0
Check in standard friendly office small ring bell etc.;0;0;0;0;1;0
Opened door to room and different world.;0;0;0;1;0;0
Updated and well done.;0;0;0;0;0;0
Actually most comfortable bed on our whole trip.;0;0;0;0;0;0
Understand it is pet friendly but did not smell any! LOL;1;0;0;0;1;0
You never know what to expect in small towns with mom and pop like properties.;0;0;1;1;1;0
This was pleasantly surprising!;0;0;0;0;0;0
It may be an older facility but the room had been updated and was VERY clean.;1;0;0;1;0;0
Staff was friendly.;0;0;0;0;1;0
They know how to take care of their guests.;0;0;0;0;0;0
A working ice machine  in room coffee makers would add an excellent touch.;0;1;0;1;0;0
Our room was very comfortable and the staff very friendly and willing to help.;0;0;0;1;1;0
Would definitely stay there again.;0;0;0;0;0;0
small motel - they were working on the exterior - nice backyard area for pets to run.;0;0;1;0;0;0
Would stay there again when in the area.;0;0;1;0;0;0
Stayed one night before moving on to Kalispell.;0;0;0;0;0;0
Greeted nicely by woman at the desk room was clean very dog friendly has a dog run breakfast was sparse so we went to a grocery store instead.;1;1;0;1;1;0
Only complaint is having to walk through snow to get to our room.;0;0;1;1;0;0
For the elderly that is a safety issue.;0;0;1;1;1;0
If you are looking for modern luxury then Sandman is not your motel but if you want clean basic comfort at a good price the Sandman is a good option.;1;0;0;0;0;0
Only complaint was the internet signal was weak and connection was slow we were in the end room.;0;0;0;1;0;0
Easy check in friendly staff nice small place.;0;0;0;0;1;0
City was quiet when I was there;0;0;0;0;0;0
Nice rooms and resort with private beach and many pools.;0;0;0;1;0;0
Only problem was fitness room under remodel and no sauna or steam room;0;0;0;1;0;0
Super fantastic place to go.;0;0;0;0;0;0
Pictures will not do it justice!;0;0;0;0;0;0
The only element we missed was a walking path without steps or steep hills.;0;0;1;0;0;0
It is a great place to take a stroll with a view and yet we were not able to do that on the property.;0;0;0;0;0;0
Other than that it was magnificent.;0;0;0;0;0;0
Incredible service.;0;0;0;0;1;0
Hotel is excellent.;0;0;0;0;0;0
Staff is great beaches and pools are close and abundant.;0;0;0;0;1;0
Many free activities and water.;0;0;0;0;0;0
Only downside is that it's far to the closest town.;0;0;0;0;0;0
4th visit.;0;0;0;0;0;0
Newly upgraded.;0;0;0;0;0;0
Outstanding!;0;0;0;0;0;0
Amazing place;0;0;0;0;0;0
Everything was great about our stay from staffing to service and amenities.;0;0;0;0;1;0
Perfection.;0;0;0;0;0;0
very relaxing beautiful nature amazing golf course friendly  helpful staff at the hotel;0;0;0;0;1;0
fabulous tech updates in the room.;0;0;0;1;0;0
They spent the renovation money well.;0;0;0;0;0;0
Additionally the staff were extremely courteous and attempted to anticipate every need.;0;0;0;0;1;0
Amazing roomsurroundings  etc.;0;0;0;0;0;0
so many things to do.;0;0;0;0;0;0
Wonderful staff w 1 exception but manager made up for jerky guy at pool.;0;0;0;0;1;0
Highly recommend and will be back!;0;0;0;0;0;0
Was the best hotel staff I have ever met.;0;0;0;0;1;0
The hotel was very clean and updated.;1;0;0;0;0;0
The hotel was very helpful.;0;0;0;0;0;0
They went above and beyond their job;0;0;0;0;0;0
The Four Seasons was perfect as a place for my husband and I to relax and enjoy our time together.;0;0;0;0;0;0
The staff is exceptional!;0;0;0;0;1;0
Every one of them goes above and beyond to make certain you are comfortable and having the best holiday imaginable.;0;0;0;0;0;0
The property is immaculately maintained.;0;0;0;0;0;0
The only hard part was leaving.;0;0;0;0;0;0
Fully worth the money paid lots of things to do on the premises nice and friendly staff.;0;0;0;0;1;0
Nice hotel close to town good English speaking staff.;0;0;0;0;1;0
Clean room.;1;0;0;1;0;0
good gardens and pool;0;0;0;0;0;0
The staff in the hotel are all friendly and very helpful.;0;0;0;0;1;0
The rooms are clean and appropriately furnished including tea making facilities.;1;1;0;1;0;0
The self-service breakfast offers a good range of food catering to a variety of tastes.;0;1;0;0;1;0
The hotel is situated within walking distance of Lilongwe Mall where there are banking and shopping facilities.;0;0;1;0;0;0
I like how central this hotel is to amenities.;0;0;1;0;0;0
It was mostly quiet.;0;0;0;0;0;0
Breakfast was provided and the omelet station is a hit.;0;1;1;0;0;0
Water pressure in the shower was very low and the housekeeping staff woke me up everyday with the carts and talking in the hallway.;0;0;0;1;1;0
The hotel has a pleasing layout and attractive grounds.;0;0;0;0;0;0
A good restaurant and business facilities were particularly appreciated as were the staff who were friendly and helpful for the most part.;0;0;0;0;1;0
The room was pleasant with good amenities.;0;0;0;1;0;0
At the time I visited southern winter the pool was being renovated and the hotel had hot water problems but the latter was fixed within 24 hours.;0;0;0;0;0;0
My stay was nothing to write home about.;0;0;0;0;0;0
The hotel itself is quite dated but none the less clean and quite.;1;0;0;0;0;0
The room is quite large and comfortable but the water pressure and heat in the shower was not good.;0;0;0;1;0;0
I found the reception team to be a little unfriendly.;0;0;0;0;1;0
The resturant was pleasant service was excellent food average however limited choices and quite expensive.;0;1;0;0;1;0
Stayed a couple of nights on husiness.;0;0;0;0;0;0
Food was Good staff happy to help fast internet comfortable bed - a brilliant stay.;0;1;0;0;1;0
Would definitely stay again!;0;0;0;0;0;0
The Hotel needs a renovation urgently especially the entrance the fountain etc is outdated.;0;0;0;0;0;0
The restaurant needs to be REVAMPED.;0;0;0;0;0;0
The appliance of the hotel looks very tired and old.;0;0;0;0;0;0
it needs tobe upgraded like the capital or Mt Souche.;0;0;0;0;0;0
The hotel was clean and friendly but required an upgrade.;1;0;0;0;1;0
The buffet breakfast was great!;0;1;0;0;0;0
Hotel hasn't been renovated for a while.;0;0;0;0;0;0
Food not good in terms of varieties and quality;0;1;0;0;0;0
Read great reviews but I was not impressed.;0;0;0;0;0;0
Room 507 has weak to no wifi and no air conditioning.;0;0;0;1;0;0
Lima can be warm and muggy as it was during my stay.;0;0;0;0;0;0
To cool off you get a ceiling fan and open windows which lets in the noise from the very busy Miraflores traffic outside.;0;0;0;1;0;0
The full size bed was too firm.;0;0;0;0;0;0
Breakfast buffet was ok.;0;1;0;0;0;0
Location is good for most things as Miraflores is the most popular place to stay in Lima;0;0;1;0;0;0
So happy they are very nice;0;0;0;0;0;0
Great location and staff was helpful.;0;0;1;0;1;0
Enjoyed the view from our room.;0;0;0;1;0;0
Great hotel-bed super comfortable spacious and clean.;1;0;0;0;0;0
The free breakfast was a plus;0;1;0;0;0;0
Check in was fantastic Dana at the front desk was incredibly helpful and friendly.;0;0;0;0;1;0
Room was comfy and pretty.;0;0;0;1;0;0
